user_id,final_rec
631,"[1082185, 995242, 981760, 962568, 13416117]"
632,"[1029743, 840361, 914190, 962568, 13416117]"
633,"[1029743, 1082185, 1005186, 923746, 13416117]"
635,"[1106523, 1082185, 1053690, 1004906, 13416117]"
636,"[1029743, 923746, 899624, 844165, 13416117]"
637,"[1106523, 1082185, 1053690, 908531, 6533765]"
638,"[1082185, 1029743, 840361, 914190, 13416117]"
640,"[1082185, 1029743, 981760, 840361, 13416117]"
641,"[1082185, 1070820, 962568, 903325, 13416117]"
643,"[1029743, 923746, 899624, 981760, 13416117]"
644,"[1082185, 1070820, 981760, 962568, 13416117]"
647,"[914190, 1029743, 981760, 840361, 13416117]"
648,"[962568, 979707, 903325, 916122, 13416117]"
650,"[1082185, 1029743, 981760, 840361, 13416117]"
652,"[1126899, 1005186, 951590, 840361, 13416117]"
653,"[916122, 979707, 5569230, 1053690, 13416117]"
654,"[1082185, 1029743, 981760, 914190, 13416117]"
655,"[844165, 1044078, 908531, 859075, 6533765]"
656,"[1106523, 951590, 1082185, 5569230, 13416117]"
658,"[1029743, 923746, 1085604, 981760, 13416117]"
659,"[1106523, 840361, 1044078, 908531, 6533765]"
660,"[1126899, 1005186, 923746, 1068719, 13416117]"
661,"[5569230, 951590, 1106523, 981760, 13416117]"
662,"[1106523, 1005186, 840361, 986912, 13416117]"
663,"[1082185, 908531, 1106523, 1053690, 6533765]"
664,"[1106523, 840361, 962568, 1004906, 13416117]"
665,"[1082185, 1029743, 981760, 840361, 13416117]"
666,"[1106523, 840361, 1068719, 1044078, 6533765]"
667,"[1082185, 1029743, 923746, 981760, 13416117]"
668,"[1005186, 1126899, 923746, 844165, 13416117]"
669,"[1082185, 1126899, 840361, 961554, 13416117]"
670,"[1082185, 1029743, 981760, 962568, 13416117]"
671,"[1029743, 840361, 908531, 1044078, 13416117]"
672,"[1082185, 1029743, 908531, 840361, 6533765]"
673,"[1106523, 840361, 1005186, 1070015, 13416117]"
674,"[1029743, 1082185, 923746, 981760, 13416117]"
675,"[1106523, 981760, 1053690, 899624, 6533765]"
676,"[1044078, 1068719, 1106523, 923746, 6533765]"
677,"[1082185, 1029743, 981760, 840361, 13416117]"
679,"[1029743, 840361, 979707, 986912, 13416117]"
680,"[1029743, 840361, 1068719, 914190, 13416117]"
681,"[951590, 1126899, 5569230, 1005186, 13416117]"
684,"[1082185, 1106523, 986912, 1005186, 13416117]"
685,"[840361, 1068719, 962568, 1106523, 13416117]"
686,"[1082185, 981760, 1070820, 986912, 13416117]"
687,"[1082185, 995242, 951590, 840361, 13416117]"
690,"[962568, 840361, 914190, 899624, 13416117]"
692,"[1082185, 962568, 1070820, 903325, 13416117]"
693,"[979707, 981760, 995242, 1053690, 13416117]"
694,"[995242, 1053690, 981760, 5569230, 13416117]"
695,"[981760, 1082185, 1029743, 962568, 13416117]"
696,"[1082185, 840361, 1126899, 1068719, 13416117]"
697,"[1029743, 840361, 1005186, 1070015, 13416117]"
698,"[1106523, 923746, 1005186, 1068719, 6533765]"
699,"[1082185, 1029743, 981760, 923746, 13416117]"
700,"[981760, 1106523, 951590, 899624, 13416117]"
701,"[1082185, 1029743, 981760, 951590, 13416117]"
702,"[1082185, 981760, 1070820, 914190, 6533765]"
703,"[1082185, 995242, 866211, 5569230, 13416117]"
705,"[1029743, 981760, 1082185, 1085604, 13416117]"
706,"[981760, 962568, 923746, 899624, 13416117]"
707,"[1029743, 840361, 908531, 914190, 13416117]"
708,"[1029743, 923746, 981760, 899624, 13416117]"
709,"[1106523, 908531, 1092026, 840361, 6533765]"
710,"[1082185, 1106523, 1053690, 981760, 13416117]"
711,"[1070820, 1005186, 1092026, 1085604, 6533765]"
712,"[981760, 1082185, 962568, 914190, 13416117]"
713,"[1070820, 951590, 5569230, 1082185, 13416117]"
714,"[1082185, 981760, 962568, 1029743, 13416117]"
715,"[1106523, 840361, 962568, 899624, 13416117]"
716,"[1126899, 979707, 840361, 962568, 13416117]"
717,"[1029743, 1005186, 840361, 986912, 13416117]"
718,"[1029743, 844165, 908531, 859075, 6533765]"
719,"[1082185, 1106523, 986912, 5569230, 13416117]"
720,"[1106523, 1082185, 979707, 840361, 13416117]"
721,"[1126899, 1005186, 840361, 1075368, 13416117]"
722,"[1082185, 1106523, 981760, 1053690, 13416117]"
723,"[1082185, 840361, 1126899, 961554, 13416117]"
724,"[1106523, 923746, 1005186, 962568, 13416117]"
725,"[1106523, 923746, 1092026, 899624, 6533765]"
726,"[923746, 1068719, 951590, 1106523, 13416117]"
727,"[1106523, 923746, 1005186, 1068719, 6533765]"
728,"[840361, 1029743, 914190, 1044078, 13416117]"
729,"[1082185, 1029743, 981760, 840361, 13416117]"
730,"[1126899, 1005186, 840361, 1075368, 13416117]"
731,"[844165, 1005186, 981760, 859075, 6533765]"
732,"[962568, 840361, 903325, 1022254, 13416117]"
733,"[1082185, 1106523, 923746, 1068719, 13416117]"
734,"[1082185, 995242, 961554, 923746, 13416117]"
735,"[1082185, 1106523, 1053690, 5569230, 13416117]"
736,"[981760, 1082185, 1029743, 962568, 13416117]"
737,"[1082185, 1070820, 981760, 962568, 13416117]"
740,"[1082185, 962568, 981760, 1029743, 13416117]"
741,"[1029743, 962568, 981760, 903325, 13416117]"
742,"[1106523, 844165, 908531, 859075, 6533765]"
743,"[1005186, 1126899, 1085604, 923746, 6533765]"
744,"[1082185, 840361, 1070820, 962568, 13416117]"
745,"[1082185, 981760, 962568, 1022254, 13416117]"
747,"[981760, 962568, 1029743, 899624, 13416117]"
750,"[1082185, 1106523, 908531, 840361, 6533765]"
751,"[844165, 1005186, 1106523, 859075, 6533765]"
752,"[1070820, 1082185, 1005186, 986912, 13416117]"
753,"[1082185, 1029743, 961554, 840361, 13416117]"
754,"[1082185, 1126899, 1005186, 961554, 13416117]"
755,"[1082185, 1070820, 840361, 961554, 13416117]"
756,"[1082185, 1070820, 951590, 5569230, 13416117]"
757,"[1082185, 1070820, 986912, 981760, 13416117]"
758,"[1106523, 840361, 1005186, 986912, 13416117]"
759,"[962568, 981760, 979707, 1106523, 13416117]"
761,"[995242, 1082185, 1053690, 981760, 13416117]"
762,"[1005186, 1070820, 962568, 981760, 13416117]"
764,"[1082185, 1029743, 981760, 923746, 13416117]"
765,"[923746, 1106523, 1068719, 981760, 13416117]"
766,"[962568, 1082185, 1029743, 981760, 13416117]"
767,"[840361, 1126899, 908531, 914190, 13416117]"
768,"[1029743, 1082185, 914190, 908531, 6533765]"
769,"[1082185, 1106523, 1053690, 908531, 6533765]"
770,"[1029743, 981760, 923746, 899624, 13416117]"
771,"[840361, 962568, 903325, 1106523, 13416117]"
772,"[1082185, 1029743, 981760, 840361, 13416117]"
773,"[1082185, 1070820, 1098844, 901062, 13416117]"
774,"[1082185, 1029743, 981760, 840361, 13416117]"
776,"[1082185, 1029743, 908531, 923746, 13416117]"
777,"[1029743, 923746, 962568, 981760, 13416117]"
779,"[1029743, 962568, 981760, 1005186, 13416117]"
780,"[1082185, 1029743, 981760, 840361, 13416117]"
781,"[1029743, 962568, 981760, 923746, 13416117]"
782,"[1106523, 1053690, 908531, 1044078, 6533765]"
784,"[1082185, 1106523, 981760, 5569230, 13416117]"
785,"[1082185, 1126899, 840361, 961554, 13416117]"
786,"[1106523, 1082185, 981760, 962568, 13416117]"
787,"[1082185, 1070820, 1005186, 986912, 6533765]"
788,"[844165, 1044078, 1106523, 923746, 6533765]"
789,"[1082185, 1029743, 981760, 840361, 13416117]"
790,"[1126899, 840361, 1005186, 1075368, 13416117]"
792,"[1082185, 1029743, 981760, 840361, 13416117]"
793,"[1082185, 1106523, 981760, 923746, 13416117]"
794,"[840361, 962568, 1126899, 903325, 13416117]"
795,"[1082185, 1029743, 981760, 840361, 13416117]"
796,"[1029743, 923746, 1068719, 1005186, 13416117]"
797,"[1029743, 981760, 962568, 899624, 13416117]"
798,"[1126899, 840361, 1075368, 908531, 13416117]"
799,"[1082185, 1126899, 1005186, 840361, 13416117]"
800,"[1005186, 995242, 1082185, 916122, 13416117]"
801,"[1082185, 1070820, 914190, 962568, 13416117]"
802,"[1082185, 981760, 1029743, 986912, 13416117]"
803,"[1082185, 1029743, 981760, 962568, 13416117]"
804,"[1082185, 1106523, 1053690, 908531, 6533765]"
805,"[1029743, 981760, 844165, 899624, 6533765]"
806,"[1082185, 1106523, 901062, 866211, 13416117]"
807,"[1082185, 1029743, 840361, 961554, 13416117]"
808,"[1082185, 1029743, 981760, 908531, 13416117]"
809,"[1005186, 1070820, 1085604, 986912, 6533765]"
811,"[981760, 1029743, 899624, 1053690, 13416117]"
812,"[951590, 1068719, 1044078, 840361, 13416117]"
813,"[1106523, 962568, 981760, 903325, 13416117]"
814,"[1106523, 1005186, 840361, 1075368, 6533765]"
816,"[1082185, 1070820, 986912, 1005186, 13416117]"
817,"[1082185, 1070820, 981760, 1005186, 13416117]"
818,"[1082185, 1029743, 961554, 962568, 13416117]"
820,"[1082185, 1106523, 908531, 844165, 6533765]"
822,"[1082185, 1029743, 981760, 840361, 13416117]"
823,"[1106523, 840361, 1005186, 979707, 13416117]"
824,"[1082185, 1106523, 923746, 1068719, 13416117]"
825,"[1082185, 1126899, 840361, 961554, 13416117]"
826,"[1106523, 840361, 1005186, 986912, 13416117]"
829,"[1029743, 1082185, 981760, 914190, 13416117]"
831,"[1029743, 951590, 5569230, 981760, 13416117]"
832,"[1082185, 1029743, 981760, 840361, 13416117]"
836,"[1106523, 1005186, 986912, 1053690, 13416117]"
838,"[840361, 979707, 1106523, 962568, 13416117]"
839,"[1082185, 1029743, 981760, 840361, 13416117]"
840,"[1082185, 1029743, 840361, 981760, 13416117]"
841,"[1106523, 908531, 840361, 1044078, 6533765]"
842,"[844165, 995242, 908531, 1044078, 6533765]"
843,"[1082185, 981760, 923746, 1029743, 6533765]"
844,"[1082185, 1029743, 923746, 961554, 13416117]"
845,"[951590, 5569230, 1126899, 1005186, 13416117]"
846,"[1082185, 1106523, 981760, 1053690, 13416117]"
847,"[1082185, 840361, 1029743, 914190, 13416117]"
849,"[1082185, 840361, 1126899, 961554, 13416117]"
850,"[923746, 1106523, 1068719, 899624, 13416117]"
851,"[1082185, 1029743, 981760, 840361, 13416117]"
852,"[1126899, 840361, 1005186, 1082185, 13416117]"
853,"[962568, 903325, 1126899, 979707, 13416117]"
854,"[1106523, 840361, 1005186, 1070015, 13416117]"
855,"[981760, 1029743, 1082185, 1005186, 13416117]"
856,"[1029743, 1082185, 923746, 1068719, 13416117]"
857,"[1029743, 981760, 951590, 5569230, 13416117]"
858,"[1029743, 840361, 1005186, 986912, 13416117]"
859,"[951590, 840361, 5569230, 933835, 13416117]"
860,"[1082185, 1029743, 981760, 840361, 13416117]"
861,"[1082185, 1029743, 981760, 840361, 13416117]"
862,"[1106523, 1005186, 923746, 1085604, 6533765]"
863,"[995242, 840361, 908531, 979707, 13416117]"
864,"[981760, 914190, 1029743, 1082185, 13416117]"
865,"[1106523, 914190, 1044078, 1082185, 6533765]"
866,"[1106523, 1082185, 1044078, 1092026, 6533765]"
867,"[1082185, 840361, 908531, 1106523, 13416117]"
868,"[1029743, 840361, 5569230, 979707, 13416117]"
869,"[923746, 1106523, 1068719, 1044078, 6533765]"
871,"[1082185, 1029743, 840361, 962568, 13416117]"
873,"[1029743, 981760, 923746, 899624, 13416117]"
875,"[1082185, 1106523, 986912, 1005186, 13416117]"
876,"[1082185, 840361, 1126899, 961554, 13416117]"
877,"[1126899, 1005186, 1082185, 979707, 13416117]"
878,"[1106523, 1082185, 923746, 951590, 6533765]"
879,"[840361, 962568, 1070820, 914190, 13416117]"
880,"[951590, 1106523, 5569230, 981760, 13416117]"
881,"[1082185, 1029743, 981760, 840361, 13416117]"
882,"[1106523, 1044078, 908531, 1053690, 6533765]"
883,"[1082185, 1029743, 962568, 840361, 13416117]"
884,"[1082185, 1029743, 981760, 840361, 13416117]"
885,"[923746, 1029743, 1068719, 1005186, 6533765]"
886,"[1070820, 914190, 986912, 933835, 6533765]"
887,"[1029743, 840361, 1005186, 1044078, 13416117]"
888,"[840361, 1029743, 1082185, 914190, 13416117]"
889,"[1005186, 1082185, 1126899, 1075368, 13416117]"
891,"[1082185, 1106523, 923746, 1068719, 13416117]"
893,"[1106523, 1053690, 916122, 5569230, 13416117]"
894,"[1082185, 1070820, 986912, 1098844, 13416117]"
895,"[1082185, 1126899, 866211, 951590, 13416117]"
896,"[1082185, 1126899, 1005186, 923746, 13416117]"
897,"[1070820, 1005186, 1082185, 1085604, 13416117]"
898,"[962568, 903325, 979707, 981760, 13416117]"
899,"[1082185, 1029743, 981760, 840361, 13416117]"
900,"[1106523, 951590, 1082185, 981760, 13416117]"
901,"[1106523, 962568, 899624, 914190, 13416117]"
903,"[1082185, 1029743, 981760, 840361, 13416117]"
904,"[1106523, 923746, 1068719, 1022254, 13416117]"
905,"[1029743, 840361, 1005186, 986912, 13416117]"
906,"[1082185, 1106523, 1005186, 923746, 6533765]"
907,"[981760, 1082185, 1070820, 1005186, 13416117]"
908,"[1082185, 962568, 981760, 1029743, 13416117]"
909,"[1029743, 1082185, 840361, 914190, 13416117]"
910,"[1082185, 981760, 1106523, 962568, 13416117]"
911,"[1082185, 962568, 903325, 1022254, 13416117]"
913,"[1070820, 1082185, 1005186, 986912, 13416117]"
914,"[1070820, 1005186, 1075368, 840361, 6533765]"
915,"[923746, 962568, 1068719, 899624, 6533765]"
916,"[1126899, 1005186, 1075368, 840361, 6533765]"
919,"[1029743, 844165, 908531, 1044078, 6533765]"
920,"[1106523, 1082185, 1092026, 923746, 6533765]"
922,"[1082185, 1126899, 840361, 1005186, 13416117]"
923,"[914190, 962568, 1070820, 899624, 6533765]"
924,"[1029743, 923746, 908531, 981760, 13416117]"
925,"[1082185, 1070820, 986912, 1005186, 13416117]"
926,"[1106523, 962568, 840361, 903325, 13416117]"
927,"[1082185, 1029743, 923746, 1068719, 13416117]"
928,"[1005186, 1082185, 1126899, 923746, 13416117]"
929,"[1070820, 914190, 840361, 1044078, 6533765]"
931,"[1029743, 1082185, 840361, 951590, 13416117]"
932,"[1106523, 1082185, 1053690, 908531, 6533765]"
933,"[1106523, 1044078, 1092026, 923746, 6533765]"
934,"[840361, 914190, 1029743, 1082185, 13416117]"
935,"[1082185, 1029743, 981760, 840361, 13416117]"
936,"[1082185, 1029743, 923746, 1044078, 6533765]"
937,"[1126899, 840361, 961554, 903325, 13416117]"
938,"[981760, 951590, 1005186, 1082185, 13416117]"
939,"[1082185, 981760, 1029743, 844165, 6533765]"
940,"[1106523, 1053690, 908531, 1005186, 6533765]"
941,"[1029743, 1005186, 1053690, 979707, 13416117]"
942,"[1029743, 981760, 914190, 867188, 13416117]"
943,"[1106523, 1053690, 908531, 1044078, 6533765]"
944,"[1106523, 981760, 1053690, 5569230, 13416117]"
945,"[1082185, 981760, 1029743, 962568, 13416117]"
946,"[1082185, 1106523, 951590, 923746, 13416117]"
947,"[1070820, 914190, 933835, 981760, 13416117]"
949,"[1029743, 981760, 923746, 1085604, 13416117]"
951,"[1029743, 981760, 899624, 923746, 13416117]"
952,"[844165, 1005186, 1106523, 908531, 6533765]"
953,"[1029743, 1082185, 981760, 1005186, 13416117]"
954,"[1082185, 1029743, 981760, 840361, 13416117]"
955,"[1106523, 1005186, 951590, 1068719, 6533765]"
956,"[1082185, 981760, 1070820, 962568, 13416117]"
957,"[1005186, 1126899, 923746, 1085604, 13416117]"
959,"[1106523, 923746, 1082185, 1068719, 13416117]"
960,"[1029743, 840361, 979707, 1005186, 13416117]"
961,"[1082185, 1029743, 923746, 1068719, 13416117]"
962,"[840361, 1126899, 903325, 962568, 13416117]"
964,"[1106523, 981760, 951590, 923746, 13416117]"
965,"[923746, 1106523, 1068719, 1005186, 13416117]"
966,"[1029743, 914190, 981760, 899624, 13416117]"
968,"[1029743, 1082185, 844165, 908531, 6533765]"
970,"[1082185, 1029743, 981760, 840361, 13416117]"
971,"[1082185, 995242, 840361, 908531, 13416117]"
972,"[1070820, 1005186, 981760, 986912, 13416117]"
973,"[1082185, 1126899, 981760, 961554, 13416117]"
974,"[1082185, 1029743, 981760, 840361, 13416117]"
975,"[1126899, 840361, 916122, 979707, 13416117]"
976,"[1082185, 1126899, 1005186, 916122, 13416117]"
977,"[1029743, 981760, 923746, 1005186, 13416117]"
978,"[1082185, 1106523, 951590, 981760, 13416117]"
979,"[995242, 1082185, 981760, 916122, 13416117]"
980,"[1029743, 840361, 914190, 962568, 13416117]"
981,"[1029743, 840361, 1005186, 986912, 13416117]"
982,"[995242, 951590, 1082185, 5569230, 13416117]"
983,"[1029743, 840361, 1044078, 1068719, 13416117]"
984,"[979707, 916122, 1053690, 903325, 13416117]"
985,"[1029743, 981760, 962568, 899624, 13416117]"
986,"[1053690, 995242, 916122, 859075, 6533765]"
987,"[1070820, 981760, 979707, 1053690, 13416117]"
988,"[981760, 1070820, 1082185, 962568, 13416117]"
989,"[1029743, 1082185, 981760, 914190, 13416117]"
992,"[1005186, 1126899, 1022254, 923746, 13416117]"
993,"[1082185, 981760, 1029743, 951590, 13416117]"
994,"[1082185, 1029743, 981760, 840361, 13416117]"
996,"[1106523, 923746, 1068719, 899624, 6533765]"
998,"[1082185, 923746, 1068719, 1133018, 6533765]"
999,"[1029743, 923746, 981760, 1068719, 13416117]"
1000,"[1082185, 1005186, 981760, 1106523, 13416117]"
1001,"[981760, 1005186, 1053690, 995242, 13416117]"
1002,"[1082185, 1029743, 923746, 981760, 13416117]"
1004,"[1029743, 908531, 844165, 981760, 13416117]"
1005,"[1029743, 981760, 844165, 899624, 6533765]"
1006,"[903325, 962568, 1022254, 1058997, 13416117]"
1007,"[1106523, 1005186, 840361, 986912, 13416117]"
1008,"[1106523, 1053690, 5569230, 1110572, 13416117]"
1010,"[1082185, 1070820, 840361, 962568, 13416117]"
1011,"[1126899, 840361, 916122, 1005186, 13416117]"
1014,"[981760, 1029743, 962568, 899624, 13416117]"
1015,"[1082185, 1070820, 986912, 981760, 13416117]"
1016,"[1126899, 840361, 1005186, 866211, 13416117]"
1017,"[995242, 1082185, 844165, 981760, 13416117]"
1018,"[981760, 1070820, 1053690, 986912, 13416117]"
1019,"[1106523, 840361, 1004906, 908531, 13416117]"
1020,"[1082185, 1070820, 1005186, 981760, 13416117]"
1021,"[1029743, 840361, 1005186, 986912, 13416117]"
1023,"[1126899, 951590, 5569230, 1005186, 13416117]"
1024,"[1082185, 1106523, 981760, 1053690, 13416117]"
1025,"[1106523, 908531, 840361, 1044078, 6533765]"
1027,"[981760, 962568, 899624, 1029743, 13416117]"
1029,"[1126899, 1082185, 840361, 866211, 13416117]"
1030,"[1082185, 1029743, 981760, 840361, 13416117]"
1032,"[1029743, 981760, 923746, 8090537, 13416117]"
1033,"[840361, 914190, 962568, 1070820, 13416117]"
1034,"[1082185, 1029743, 981760, 840361, 13416117]"
1036,"[1082185, 1029743, 981760, 840361, 13416117]"
1037,"[1029743, 840361, 1005186, 986912, 13416117]"
1039,"[1082185, 1029743, 981760, 951590, 13416117]"
1040,"[1082185, 1126899, 1005186, 1075368, 13416117]"
1041,"[981760, 923746, 1029743, 1005186, 13416117]"
1042,"[1082185, 1070820, 1092026, 916122, 13416117]"
1045,"[1029743, 1082185, 923746, 981760, 13416117]"
1046,"[1082185, 1005186, 1126899, 923746, 13416117]"
1047,"[1106523, 1053690, 981760, 899624, 13416117]"
1048,"[1082185, 1029743, 981760, 840361, 13416117]"
1049,"[1029743, 908531, 923746, 844165, 13416117]"
1050,"[1106523, 1082185, 923746, 1068719, 6533765]"
1051,"[1082185, 1029743, 981760, 951590, 13416117]"
1053,"[1005186, 981760, 1126899, 868764, 13416117]"
1054,"[1070820, 840361, 914190, 962568, 13416117]"
1055,"[1082185, 1029743, 923746, 981760, 13416117]"
1056,"[1106523, 923746, 1068719, 951590, 6533765]"
1057,"[1082185, 1005186, 1126899, 1075368, 13416117]"
1058,"[1106523, 1092026, 1044078, 908531, 6533765]"
1060,"[1082185, 1029743, 981760, 840361, 13416117]"
1061,"[1106523, 923746, 1068719, 1005186, 6533765]"
1062,"[844165, 908531, 995242, 859075, 6533765]"
1064,"[1082185, 1070820, 981760, 986912, 13416117]"
1065,"[1106523, 951590, 5569230, 1044078, 13416117]"
1066,"[1082185, 981760, 1029743, 962568, 13416117]"
1067,"[840361, 1029743, 1068719, 1005186, 13416117]"
1068,"[951590, 1106523, 840361, 1044078, 13416117]"
1069,"[1029743, 908531, 840361, 1082185, 13416117]"
1070,"[995242, 1082185, 908531, 1053690, 13416117]"
1071,"[1106523, 923746, 1068719, 1044078, 6533765]"
1072,"[1082185, 1005186, 923746, 844165, 6533765]"
1073,"[1082185, 995242, 908531, 5569230, 13416117]"
1074,"[1029743, 840361, 914190, 951590, 13416117]"
1075,"[1029743, 844165, 981760, 859075, 6533765]"
1076,"[1005186, 1126899, 840361, 1075368, 6533765]"
1077,"[1029743, 981760, 951590, 914190, 13416117]"
1078,"[1082185, 1106523, 840361, 903325, 13416117]"
1079,"[1082185, 1029743, 981760, 840361, 13416117]"
1080,"[1106523, 923746, 899624, 1068719, 6533765]"
1081,"[981760, 1082185, 962568, 1029743, 13416117]"
1082,"[1106523, 1053690, 908531, 916122, 6533765]"
1083,"[962568, 979707, 981760, 1106523, 13416117]"
1084,"[951590, 5569230, 1106523, 1005186, 13416117]"
1085,"[1082185, 1029743, 840361, 908531, 13416117]"
1086,"[1082185, 1106523, 986912, 1005186, 13416117]"
1088,"[844165, 1005186, 1106523, 1085604, 6533765]"
1089,"[1029743, 923746, 981760, 1005186, 13416117]"
1091,"[1082185, 1029743, 840361, 908531, 13416117]"
1092,"[844165, 1005186, 859075, 1044078, 6533765]"
1093,"[1029743, 844165, 1044078, 914190, 6533765]"
1094,"[1029743, 981760, 914190, 1082185, 13416117]"
1095,"[1082185, 1029743, 981760, 840361, 13416117]"
1096,"[1106523, 1005186, 840361, 986912, 13416117]"
1097,"[1106523, 962568, 923746, 899624, 13416117]"
1098,"[1029743, 1082185, 908531, 840361, 6533765]"
1099,"[1082185, 1106523, 1053690, 5569230, 13416117]"
1100,"[1005186, 923746, 1070820, 1085604, 6533765]"
1101,"[1082185, 1029743, 981760, 840361, 13416117]"
1102,"[1082185, 1106523, 923746, 1068719, 13416117]"
1103,"[1126899, 1005186, 866211, 1127831, 13416117]"
1104,"[1070820, 1082185, 1005186, 986912, 6533765]"
1105,"[1082185, 1029743, 981760, 840361, 13416117]"
1106,"[1082185, 1106523, 1053690, 908531, 13416117]"
1107,"[1082185, 1029743, 908531, 981760, 13416117]"
1109,"[1082185, 1070820, 981760, 962568, 13416117]"
1110,"[1070820, 914190, 962568, 840361, 6533765]"
1111,"[1106523, 1082185, 981760, 5569230, 13416117]"
1112,"[1082185, 1029743, 981760, 840361, 13416117]"
1113,"[1082185, 995242, 961554, 916122, 13416117]"
1114,"[1029743, 840361, 1005186, 986912, 13416117]"
1116,"[1029743, 923746, 951590, 981760, 13416117]"
1117,"[1082185, 995242, 1053690, 981760, 6533765]"
1119,"[1106523, 5569230, 840361, 1053690, 13416117]"
1121,"[1029743, 1082185, 981760, 914190, 13416117]"
1123,"[1005186, 1082185, 1126899, 981760, 13416117]"
1125,"[1082185, 1070820, 986912, 1098844, 13416117]"
1126,"[1082185, 840361, 1126899, 961554, 13416117]"
1127,"[1029743, 840361, 1005186, 986912, 13416117]"
1128,"[1053690, 1106523, 979707, 916122, 13416117]"
1129,"[1126899, 840361, 1005186, 903325, 13416117]"
1130,"[923746, 1068719, 899624, 962568, 6533765]"
1131,"[1082185, 995242, 908531, 844165, 13416117]"
1133,"[1082185, 1029743, 981760, 962568, 13416117]"
1134,"[1082185, 1070820, 981760, 914190, 13416117]"
1135,"[995242, 1053690, 908531, 979707, 13416117]"
1136,"[1082185, 1106523, 908531, 1092026, 6533765]"
1137,"[1082185, 1029743, 981760, 1053690, 13416117]"
1138,"[1106523, 1053690, 923746, 981760, 6533765]"
1140,"[1029743, 981760, 979707, 916122, 13416117]"
1141,"[923746, 1068719, 1106523, 1044078, 6533765]"
1142,"[1126899, 840361, 1082185, 961554, 13416117]"
1143,"[1029743, 840361, 1005186, 986912, 13416117]"
1145,"[1005186, 1082185, 1126899, 1085604, 13416117]"
1146,"[923746, 1029743, 981760, 1068719, 13416117]"
1147,"[1106523, 840361, 1068719, 951590, 13416117]"
1148,"[1029743, 840361, 1005186, 986912, 13416117]"
1149,"[1082185, 1106523, 901062, 1098844, 13416117]"
1151,"[1106523, 923746, 1005186, 1068719, 6533765]"
1152,"[1029743, 5569230, 951590, 981760, 13416117]"
1154,"[1106523, 1053690, 908531, 5569230, 6533765]"
1155,"[840361, 1126899, 908531, 1044078, 13416117]"
1156,"[1053690, 1106523, 1005186, 1085604, 6533765]"
1157,"[981760, 1070820, 951590, 986912, 13416117]"
1158,"[1106523, 981760, 1082185, 1053690, 6533765]"
1159,"[1082185, 1126899, 961554, 1005186, 13416117]"
1160,"[1106523, 1044078, 1068719, 840361, 6533765]"
1163,"[1082185, 1029743, 840361, 914190, 13416117]"
1164,"[1082185, 1070820, 1005186, 981760, 13416117]"
1165,"[1082185, 1070820, 908531, 5569230, 13416117]"
1166,"[1029743, 1082185, 923746, 981760, 13416117]"
1167,"[1082185, 1126899, 1005186, 951590, 13416117]"
1168,"[995242, 908531, 840361, 1082185, 13416117]"
1169,"[1082185, 981760, 1092026, 1106523, 6533765]"
1170,"[1082185, 1029743, 981760, 840361, 13416117]"
1172,"[1029743, 923746, 1005186, 1068719, 6533765]"
1173,"[1106523, 1005186, 986912, 840361, 13416117]"
1174,"[1106523, 840361, 1005186, 986912, 13416117]"
1175,"[1082185, 995242, 866211, 1098844, 13416117]"
1177,"[1126899, 1005186, 840361, 1082185, 13416117]"
1178,"[1029743, 981760, 962568, 899624, 13416117]"
1179,"[981760, 1029743, 914190, 899624, 6533765]"
1180,"[1029743, 923746, 1068719, 899624, 13416117]"
1181,"[1126899, 1005186, 840361, 1075368, 13416117]"
1182,"[1106523, 923746, 1068719, 899624, 6533765]"
1185,"[1106523, 1044078, 951590, 923746, 6533765]"
1186,"[1082185, 962568, 840361, 903325, 13416117]"
1187,"[1106523, 951590, 923746, 1068719, 13416117]"
1188,"[1044078, 1029743, 923746, 844165, 6533765]"
1189,"[1106523, 981760, 1053690, 923746, 13416117]"
1190,"[1029743, 908531, 840361, 844165, 6533765]"
1191,"[1082185, 981760, 995242, 5569230, 13416117]"
1192,"[1029743, 1005186, 844165, 840361, 6533765]"
1193,"[1082185, 1106523, 923746, 951590, 6533765]"
1194,"[1029743, 923746, 1044078, 844165, 6533765]"
1195,"[1029743, 923746, 1068719, 962568, 13416117]"
1196,"[1082185, 1070820, 962568, 903325, 13416117]"
1197,"[1082185, 981760, 1029743, 951590, 13416117]"
1198,"[1029743, 840361, 1005186, 979707, 13416117]"
1201,"[1029743, 840361, 1005186, 908531, 13416117]"
1202,"[962568, 1106523, 923746, 1022254, 13416117]"
1203,"[1106523, 840361, 951590, 1068719, 6533765]"
1204,"[1106523, 5569230, 1053690, 951590, 13416117]"
1205,"[1082185, 1029743, 844165, 908531, 6533765]"
1206,"[1029743, 981760, 914190, 962568, 13416117]"
1207,"[1106523, 1082185, 840361, 1053690, 6533765]"
1208,"[1106523, 923746, 1053690, 1004906, 6533765]"
1209,"[1029743, 981760, 1082185, 923746, 13416117]"
1211,"[981760, 962568, 1070820, 899624, 13416117]"
1213,"[1029743, 1005186, 951590, 981760, 13416117]"
1215,"[981760, 1005186, 1126899, 951590, 13416117]"
1216,"[995242, 5569230, 951590, 981760, 13416117]"
1217,"[1029743, 981760, 914190, 899624, 13416117]"
1218,"[1082185, 1070820, 962568, 961554, 13416117]"
1219,"[1029743, 908531, 840361, 844165, 13416117]"
